id_client,type_client,secteur_activite,taille_entreprise,statut_juridique,annee_creation,anciennete_relation_ifc,score_risque_pays,diversification_geographique,exposure_externe,pays_implantation,region,ville,zone_urbaine_rurale,indice_developpement_local,accessibilite_infrastructure,risque_climatique_local,risque_securitaire,dynamisme_economique_local,distance_centre_economique,exposition_risque_naturel,distance_hub_logistique,indice_conflit_local,chiffre_affaires,croissance_ca,stabilite_revenus,diversification_revenus,ratio_revenus_ifs,marge_brute,marge_operationnelle,ebitda,resultat_net,roe,roa,marge_net_operating,total_actifs,total_passifs,ratio_endettement,ratio_autonomie_financiere,levier_financier,ratio_liquidite_generale,ratio_liquidite_immediate,fonds_roulement,BFR,tresorerie_nette,liquidite_immediate_ajustee,encours_dette,service_dette,DSCR,capacite_endettement,maturite_dette,montant_moyen_transaction,frequence_transactions,revenus_recurrents,charges_recurrentes,solde_moyen,volatilite_solde,incidents_paiement,retards_paiement,nb_incidents,duree_relation_banque,utilisation_decouvert,taux_transactions_digitales,score_maturite_digitale,adoption_mobile_banking,score_innovation,risque_sectoriel,cyclicite_secteur,concurrence_marche,exposition_choc_eco,type_intervention_ifc,exposition_ifc,part_ifc_dans_financement,categorie_esg_ifc,impact_environnemental,gestion_risques_env,plan_reduction_carbone,impact_social,respect_normes_travail,inclusion_genre,taux_femmes_cadres,politique_sante_securite,qualite_management,transparence_financiere,structure_conseil,risque_corruption,code_ethique,score_gouvernance_ifc,stabilite_pays,croissance_pays,inflation,taux_change_risque,volatilite_devise,croissance_local,probabilite_defaut,perte_en_cas_defaut,exposition_defaut,score_credit,classe_risque
943,Projet_SPV,Sante,TPE,SA,2016,4,0.18,8,0.6,Indonesia,Est,Beijing,Urbain,0.4,0.25,0.13,0.38,0.52,54,0.12,76,0.56,9204466,0.03,0.3,9,0.48,0.18,0.3,679871,899157,-0.11,-0.07,0.42,9474309,13280986,0.69,0.62,0.12,1.4,0.55,101208,174056,235390,475014,660530,462160,0.9,0.87,6,440,39,17864,83176,206767,0.48,1,0,1,7,0.41,0.36,0.21,0.36,0.29,0.53,0.39,0.18,0.45,Pret,4612520,0.41,A,0.58,0.34,1,0.43,0.52,0.71,0.13,0.24,0.14,0.53,0.26,0.44,1,0.59,0.19,-0.004,0.047,0.18,0.07,0.01,0.7,0.38,3999569,0.546,Moyen
944,Secteur_public,Tech,PME,Public,2009,10,0.09,9,0.32,China,Nord,Nairobi,Rural,0.48,0.63,0.65,0.38,0.71,79,0.52,139,0.2,4599003,0.12,0.7,1,0.26,0.4,0.06,1377353,833413,0.16,0.01,0.31,1336892,4029685,2.66,0.38,3.21,1.81,1.25,235018,422196,-93483,244175,735948,438919,2.25,0.77,8,8280,80,61114,25782,266203,0.33,0,1,2,6,0.2,0.7,0.7,0.21,0.68,0.19,0.16,0.43,0.47,PPP,4415966,0.49,FI,0.13,0.24,0,0.15,0.13,0.39,0.28,0.09,0.25,0.54,0.18,0.35,1,0.11,0.18,0.025,0.025,0.22,0.73,0.05,0.49,0.25,1862952,0.498,Moyen
945,Projet_SPV,Education,PME,SARL,2021,6,0.09,9,0.36,Serbia,Ouest,Pretoria,Urbain,0.57,0.58,0.06,0.18,0.42,41,0.16,160,0.16,908434,-0.09,0.31,1,0.23,0.13,0.38,180158,507613,-0.03,-0.09,0.44,6152941,7642314,1.32,0.22,4.98,1.74,0.31,161488,74998,52152,-33832,4235445,102221,2.54,0.52,6,1008,56,84340,95241,235650,0.56,0,0,2,2,0.12,0.7,0.4,0.19,0.84,0.34,0.33,0.26,0.27,Equity,4959160,0.16,A,0.6,0.13,1,0.22,0.1,0.06,0.47,0.35,0.2,0.45,0.08,0.22,1,0.5,0.6,0.035,0.087,0.26,0.23,0.03,0.35,0.8,637158,0.515,Moyen
946,PPP,Finance,PME,SAS,2012,9,0.08,8,0.38,Morocco,Ouest,Beijing,Rural,0.87,0.23,0.15,0.53,0.44,30,0.31,6,0.32,5089676,-0.0,0.4,8,0.47,0.16,0.27,53582,294346,0.11,-0.05,0.32,11336857,5625363,2.18,0.33,3.47,2.55,0.9,58860,345229,861266,421610,1257009,361896,2.0,0.11,4,7267,11,18316,44309,62653,0.48,0,3,5,8,0.18,0.6,0.36,0.55,0.37,0.45,0.07,0.41,0.34,Pret,3387777,0.45,FI,0.17,0.15,0,0.18,0.19,0.1,0.44,0.54,0.24,0.13,0.38,0.11,1,0.37,0.46,0.05,0.017,0.32,0.57,0.06,0.31,0.8,1103033,0.521,Moyen
947,Fonds,Sante,TPE,SARL,1989,9,0.29,12,0.3,Chile,Ouest,Ankara,Rural,0.7,0.62,0.07,0.24,0.56,71,0.23,166,0.05,3604333,0.34,0.51,7,0.03,0.55,0.7,1044542,980697,-0.08,-0.01,0.05,8224085,4455714,2.87,0.11,3.98,1.35,0.29,-45105,3591,-62491,405204,1772367,269671,1.3,0.28,7,6606,66,62241,61748,422719,0.13,1,0,1,19,0.55,0.4,0.69,0.68,0.41,0.11,0.23,0.18,0.3,Pret,2278008,0.45,FI,0.06,0.4,1,0.48,0.61,0.31,0.09,0.37,0.29,0.14,0.19,0.45,0,0.05,0.19,0.033,-0.002,0.35,0.44,0.03,0.16,0.22,2310315,0.336,Faible
948,Fonds,Agriculture,Grande,SAS,2016,19,0.49,10,0.24,India,Est,Jakarta,Urbain,0.11,0.82,0.3,0.06,0.8,41,0.61,55,0.14,9431118,0.19,0.17,1,0.12,0.26,0.07,171554,947002,0.17,0.19,0.38,4002436,14356836,0.02,0.83,0.22,0.55,0.72,166532,-6968,828891,64915,352878,241592,2.05,0.45,5,9640,42,52952,65382,336843,0.45,0,0,2,18,0.13,0.9,0.69,0.81,0.1,0.1,0.12,0.15,0.42,Pret,4463630,0.29,C,0.11,0.12,0,0.34,0.25,0.68,0.35,0.42,0.15,0.35,0.16,0.18,1,0.21,0.11,0.001,0.019,0.15,0.12,0.07,0.47,0.22,2234624,0.459,Moyen
949,Fonds,Tech,Grande,Public,1991,1,0.12,8,0.45,South Africa,Nord,Porto-Novo,Urbain,0.57,0.63,0.3,0.24,0.6,82,0.28,156,0.39,6346419,0.29,0.7,8,0.06,0.18,0.2,202846,262632,0.15,-0.09,0.4,9168451,5505877,2.39,0.14,3.65,1.71,1.73,430427,110509,483543,48550,4520442,390974,2.72,0.24,3,6503,44,24798,50918,452903,0.68,0,0,1,17,0.23,0.51,0.3,0.75,0.43,0.24,0.25,0.17,0.37,Equity,410856,0.19,B,0.13,0.31,1,0.65,0.09,0.27,0.43,0.37,0.24,0.39,0.39,0.21,1,0.41,0.65,0.048,0.045,0.51,0.4,0.03,0.2,0.88,4261489,0.482,Moyen
950,PPP,Finance,PME,Public,2009,2,0.37,3,0.28,Ukraine,Ouest,Brasilia,Urbain,0.33,0.86,0.18,0.51,0.55,94,0.25,26,0.22,5838854,0.24,0.57,5,0.36,0.31,0.24,1418208,41630,-0.2,0.04,0.24,13903754,10827942,0.37,0.14,2.67,1.81,1.38,342037,389713,589216,468682,118103,10253,1.13,0.02,9,4390,82,61433,77011,384117,0.58,1,0,3,11,0.27,0.48,0.82,0.77,0.15,0.13,0.56,0.2,0.06,PPP,3920838,0.23,B,0.59,0.24,0,0.09,0.31,0.29,0.21,0.54,0.14,0.19,0.48,0.22,0,0.84,0.11,0.023,0.089,0.51,0.26,0.04,0.08,0.38,2609703,0.186,Faible
951,Fonds,Industrie,PME,SARL,2006,7,0.08,13,0.0,Romania,Ouest,Kyiv,Urbain,0.79,0.42,0.56,0.23,0.62,8,0.14,74,0.12,5002995,0.04,0.58,9,0.09,0.35,0.17,618865,561857,-0.15,0.13,0.04,1590703,13001019,0.16,0.89,1.4,2.15,1.48,498785,88266,58007,245819,1985883,357649,2.68,0.99,6,7803,67,29429,38909,204470,0.3,0,2,1,5,0.24,0.61,0.57,0.47,0.34,0.29,0.28,0.24,0.24,Equity,4246846,0.15,FI,0.62,0.62,0,0.63,0.32,0.36,0.27,0.48,0.33,0.26,0.07,0.28,0,0.17,0.37,0.023,0.053,0.18,0.32,0.02,0.19,0.6,4612488,0.44100000000000006,Moyen
952,Institution_financiere,Tech,Grande,SAS,2018,10,0.23,3,0.43,Indonesia,Ouest,Pretoria,Urbain,0.71,0.6,0.24,0.12,0.55,85,0.41,109,0.23,2346242,0.08,0.75,3,0.3,0.2,0.23,1578064,127008,-0.16,0.05,0.37,13993797,10621078,1.98,0.69,3.0,2.1,0.95,424335,394652,597329,481732,4657575,315871,2.33,0.47,6,1593,96,58187,64585,441742,0.63,1,0,3,2,0.26,0.44,0.85,0.66,0.87,0.33,0.27,0.37,0.44,Equity,2582415,0.39,B,0.36,0.7,1,0.29,0.19,0.39,0.36,0.28,0.25,0.16,0.28,0.18,0,0.16,0.44,0.043,0.068,0.1,0.39,0.06,0.07,0.89,4018428,0.4700000000000001,Moyen
953,Secteur_public,Education,Grande,SAS,1988,12,0.3,2,0.44,Peru,Ouest,Belgrade,Rural,0.4,0.48,0.39,0.33,0.71,71,0.23,115,0.33,7267987,0.06,0.16,5,0.13,0.45,0.25,501922,323789,-0.18,0.08,0.46,17525541,5251443,2.14,0.26,3.55,2.94,1.82,366719,222391,-4576,80414,3857213,154325,1.6,0.38,3,3094,58,10351,51680,499215,0.32,1,1,2,11,0.36,0.42,0.81,0.25,0.6,0.25,0.39,0.24,0.56,PPP,3559389,0.34,A,0.46,0.49,1,0.53,0.3,0.08,0.42,0.06,0.27,0.14,0.29,0.39,1,0.12,0.51,0.023,0.046,0.33,0.17,0.02,0.1,0.75,3410026,0.45099999999999996,Moyen
954,Projet_SPV,Industrie,PME,Public,2000,6,0.49,1,0.12,Senegal,Nord,Dhaka,Rural,0.54,0.82,0.31,0.15,0.24,69,0.26,86,0.48,7734459,-0.01,0.3,7,0.11,0.14,0.48,827090,698034,-0.17,0.18,0.46,15765290,753718,2.15,0.27,4.69,2.53,0.3,134049,401498,714739,313512,546784,303054,3.0,0.64,5,9410,40,65442,15718,273222,0.73,1,0,4,1,0.22,0.12,0.72,0.52,0.58,0.21,0.13,0.07,0.06,Equity,2168066,0.35,B,0.51,0.38,1,0.26,0.37,0.24,0.17,0.33,0.23,0.37,0.13,0.15,0,0.64,0.23,0.017,0.066,0.11,0.33,0.05,0.22,0.45,4096853,0.317,Faible
955,Projet_SPV,Industrie,PME,SARL,1991,12,0.14,4,0.2,Serbia,Nord,Dhaka,Rural,0.78,0.26,0.18,0.48,0.29,32,0.26,150,0.1,4117006,0.21,0.79,8,0.5,0.46,0.3,1405536,65231,-0.04,0.1,0.29,3696884,10700382,0.78,0.87,1.0,2.1,0.24,7268,230807,428845,353930,4642118,288527,0.85,0.62,2,3570,32,78755,64609,183192,0.66,0,0,5,2,0.33,0.68,0.33,0.49,0.17,0.26,0.17,0.19,0.05,Pret,1302184,0.34,FI,0.3,0.41,0,0.18,0.38,0.06,0.41,0.15,0.11,0.46,0.12,0.15,0,0.3,0.18,0.074,0.059,0.4,0.12,0.04,0.47,0.65,3938246,0.57,Moyen
956,PPP,Infrastructure,Grande,SAS,2008,1,0.34,2,0.59,India,Nord,Sofia,Urbain,0.68,0.61,0.39,0.57,0.9,80,0.2,6,0.34,75892,0.16,0.14,3,0.29,0.14,0.26,1625991,-35778,0.18,0.13,0.09,15566501,9556056,0.46,0.59,3.44,2.83,0.64,403783,247964,-75138,-27761,3245682,407708,1.59,0.06,9,5389,71,2406,69824,322276,0.44,0,0,2,8,0.06,0.1,0.19,0.86,0.74,0.54,0.22,0.6,0.14,PPP,938344,0.05,B,0.18,0.15,1,0.22,0.02,0.12,0.08,0.31,0.19,0.15,0.18,0.18,0,0.26,0.18,0.005,0.07,0.06,0.05,0.03,0.18,0.59,3367048,0.41500000000000004,Moyen
957,Fonds,Sante,TPE,Public,2012,5,0.25,14,0.48,Bulgaria,Est,Beijing,Urbain,0.59,0.9,0.49,0.55,0.6,40,0.54,36,0.63,2672066,0.17,0.69,1,0.21,0.33,0.64,1764598,662368,0.07,-0.09,0.6,19254517,14156158,0.37,0.42,2.86,0.6,0.2,354303,308657,764785,356003,3168155,2861,2.25,0.24,2,3122,35,32039,68309,489278,0.38,0,1,1,2,0.29,0.3,0.33,0.22,0.14,0.11,0.62,0.08,0.14,Equity,2405884,0.2,FI,0.18,0.1,0,0.11,0.19,0.48,0.18,0.4,0.48,0.31,0.51,0.08,0,0.22,0.2,0.015,0.03,0.19,0.69,0.05,0.07,0.69,1637341,0.398,Faible
958,Fonds,Tech,PME,SA,2022,8,0.19,14,0.27,Turkey,Ouest,Rabat,Rural,0.45,0.66,0.14,0.01,0.83,62,0.26,127,0.19,4367726,-0.07,0.13,6,0.09,0.1,0.35,528093,948888,-0.15,0.14,0.09,10174943,6250405,0.82,0.9,2.96,1.89,0.6,402395,331418,648997,472789,2543564,325299,0.54,0.3,4,1267,78,3010,13970,302390,0.24,1,1,3,13,0.3,0.78,0.37,0.36,0.78,0.21,0.26,0.63,0.35,Pret,2135780,0.19,B,0.36,0.6,1,0.27,0.02,0.19,0.04,0.12,0.02,0.17,0.09,0.1,0,0.41,0.16,0.024,0.085,0.44,0.12,0.05,0.57,0.7,1699815,0.613,Moyen
959,Entreprise,Industrie,Grande,SARL,1994,19,0.03,2,0.23,Nigeria,Ouest,Sofia,Urbain,0.46,0.57,0.29,0.01,0.51,90,0.42,11,0.36,88605,-0.02,0.7,5,0.87,0.37,0.2,743130,211809,-0.17,0.03,0.48,3987225,13357274,1.24,0.21,0.48,1.41,1.13,323228,305072,224386,280514,1761691,301203,2.73,0.55,8,8291,1,14552,77925,382836,0.51,0,2,3,17,0.5,0.5,0.42,0.5,0.68,0.12,0.36,0.24,0.66,PPP,2366872,0.31,B,0.31,0.22,0,0.33,0.13,0.45,0.33,0.12,0.03,0.17,0.32,0.27,1,0.58,0.43,0.019,0.044,0.39,0.15,0.06,0.51,0.71,2227610,0.552,Moyen
960,Secteur_public,Infrastructure,Grande,SA,1981,1,0.1,13,0.6,Kenya,Ouest,Ankara,Rural,0.84,0.34,0.16,0.42,0.22,27,0.23,82,0.2,4392936,0.08,0.48,5,0.35,0.24,0.15,307013,918679,-0.15,-0.09,0.37,10911292,6611762,2.7,0.54,2.2,2.9,0.81,252631,468555,492514,99715,2804779,51877,1.37,0.96,9,7036,38,13232,17643,183588,0.36,0,1,1,15,0.15,0.29,0.91,0.54,0.19,0.29,0.25,0.04,0.24,Equity,3481448,0.38,B,0.14,0.16,1,0.27,0.04,0.21,0.33,0.27,0.35,0.14,0.3,0.47,0,0.38,0.21,0.04,0.09,0.23,0.34,0.05,0.26,0.87,674965,0.515,Moyen
961,Institution_financiere,Education,Grande,SARL,2018,17,0.13,11,0.39,South Africa,Ouest,Bangkok,Rural,0.44,0.13,0.11,0.35,0.84,39,0.67,120,0.18,5777384,-0.07,0.38,6,0.08,0.18,0.28,1955437,759349,-0.01,0.15,0.17,4331894,358240,2.91,0.93,3.13,1.16,0.87,191368,92552,329340,55378,39689,381835,1.01,0.65,5,8144,7,59744,30500,142682,0.38,0,1,0,14,0.43,0.42,0.28,0.17,0.39,0.25,0.17,0.61,0.13,Pret,1494512,0.41,B,0.14,0.42,0,0.34,0.28,0.34,0.61,0.39,0.5,0.68,0.57,0.38,1,0.31,0.15,0.015,0.037,0.16,0.33,0.02,0.26,0.76,4894879,0.496,Moyen
962,Projet_SPV,Finance,Grande,Public,1997,15,0.06,11,0.22,Côte d’Ivoire,Sud,Abuja,Rural,0.81,0.11,0.19,0.55,0.67,92,0.12,34,0.07,1218045,0.05,0.44,3,0.34,0.14,0.38,1968118,314697,-0.05,0.19,0.53,12665372,10392728,0.1,0.48,1.03,1.08,0.32,201293,298937,121363,53499,1763655,252194,1.27,0.93,8,5836,98,82489,20168,286972,0.65,1,2,2,7,0.09,0.87,0.68,0.35,0.81,0.26,0.2,0.04,0.05,Equity,470634,0.21,B,0.39,0.28,0,0.4,0.41,0.27,0.16,0.16,0.2,0.36,0.05,0.1,1,0.09,0.11,0.053,0.012,0.52,0.06,0.02,0.48,0.27,1005520,0.503,Moyen
963,Entreprise,Agriculture,TPE,SAS,1982,11,0.32,5,0.44,Romania,Nord,Santiago,Urbain,0.16,0.56,0.45,0.02,0.7,33,0.39,3,0.44,2387752,-0.08,0.57,5,0.22,0.09,0.47,1575402,56423,0.15,0.08,0.23,10261947,13519473,0.06,0.29,1.17,0.58,0.89,197977,114726,232089,345768,924316,150929,0.99,0.98,3,135,1,84238,18218,116129,0.59,1,0,1,3,0.4,0.81,0.34,0.65,0.73,0.46,0.09,0.14,0.12,Pret,1628457,0.23,C,0.82,0.14,0,0.37,0.41,0.41,0.28,0.31,0.23,0.18,0.3,0.18,0,0.19,0.64,0.033,0.094,0.29,0.24,0.02,0.27,0.58,2188799,0.47100000000000003,Moyen
964,Entreprise,Agriculture,Grande,SAS,1986,6,0.14,4,0.33,Ukraine,Sud,Hanoi,Urbain,0.66,0.28,0.55,0.11,0.27,66,0.4,105,0.5,533613,-0.08,0.58,1,0.32,0.33,0.54,786657,491951,0.11,0.17,0.17,8563148,9706658,1.75,0.99,3.0,0.91,1.84,288452,381319,556852,72921,3491559,168282,0.51,0.07,9,779,78,50407,49742,83122,0.57,1,1,5,18,0.35,0.42,0.56,0.6,0.43,0.2,0.45,0.22,0.23,Pret,4757568,0.57,A,0.4,0.53,1,0.39,0.07,0.17,0.22,0.12,0.18,0.29,0.36,0.67,1,0.12,0.33,0.048,0.013,0.24,0.25,0.01,0.36,0.68,2022433,0.56,Moyen
965,PPP,Tech,PME,SAS,2022,6,0.13,1,0.44,Bulgaria,Sud,Islamabad,Rural,0.16,0.83,0.64,0.27,0.86,79,0.42,115,0.33,6777958,0.21,0.64,8,0.08,0.62,0.2,351367,948964,0.24,-0.04,0.3,1752613,9968183,1.39,0.53,3.47,1.34,0.13,-22507,153000,597831,424432,3831129,261779,0.63,0.53,7,5165,92,32348,77480,38292,0.58,1,2,1,13,0.51,0.49,0.97,0.42,0.6,0.11,0.24,0.23,0.11,Pret,224886,0.06,B,0.31,0.18,1,0.15,0.12,0.27,0.23,0.2,0.17,0.35,0.23,0.13,0,0.61,0.28,0.056,0.072,0.18,0.43,-0.0,0.36,0.61,2021715,0.441,Moyen
966,Projet_SPV,Industrie,TPE,SARL,1997,16,0.13,9,0.42,Vietnam,Est,Sofia,Urbain,0.7,0.54,0.29,0.15,0.56,71,0.16,178,0.15,6145232,0.3,0.74,9,0.15,0.65,0.24,1186662,150684,0.27,0.08,0.14,8955064,541989,1.52,0.41,1.01,1.41,1.36,438064,299804,-50793,440022,1627482,473349,0.94,0.34,6,1575,21,54489,91465,252358,0.49,0,1,3,4,0.21,0.09,0.12,0.52,0.81,0.07,0.06,0.2,0.48,Equity,2198053,0.51,B,0.07,0.45,1,0.5,0.36,0.4,0.35,0.15,0.15,0.27,0.56,0.69,1,0.42,0.17,0.008,0.046,0.74,0.55,0.02,0.48,0.32,3333388,0.45199999999999996,Moyen
967,PPP,Agriculture,Grande,Public,2017,12,0.04,14,0.28,South Africa,Est,Mexico City,Urbain,0.71,0.18,0.47,0.36,0.8,84,0.43,102,0.06,9849822,0.14,0.44,4,0.49,0.22,0.31,489408,549807,-0.2,0.03,0.06,7283315,7940717,2.93,0.33,2.96,0.62,1.27,106217,228909,366294,167998,3218201,202804,2.17,0.31,2,9511,57,98743,10990,47382,0.08,0,1,0,4,0.41,0.43,0.56,0.18,0.36,0.39,0.1,0.35,0.63,PPP,4249790,0.35,C,0.07,0.2,1,0.03,0.56,0.27,0.55,0.22,0.35,0.36,0.1,0.34,0,0.04,0.48,0.039,0.049,0.14,0.42,0.03,0.07,0.29,4730061,0.314,Faible
968,Institution_financiere,Sante,TPE,SA,2016,10,0.31,4,0.22,Philippines,Ouest,Yamoussoukro,Urbain,0.28,0.86,0.2,0.06,0.2,13,0.27,36,0.69,2276461,-0.01,0.69,5,0.29,0.27,0.28,721194,50595,-0.09,-0.09,0.56,18742109,8508891,2.17,0.32,2.15,2.63,1.61,53927,220976,37529,488924,3695121,126254,0.5,0.27,9,3411,27,80580,40805,224492,0.73,0,4,0,14,0.47,0.84,0.66,0.67,0.46,0.59,0.4,0.17,0.32,PPP,39464,0.35,C,0.39,0.51,0,0.02,0.11,0.14,0.12,0.51,0.52,0.05,0.08,0.59,0,0.24,0.25,0.048,0.018,0.3,0.09,0.05,0.32,0.28,1225263,0.396,Faible
969,Entreprise,Agriculture,PME,Public,2012,5,0.47,5,0.27,Turkey,Sud,Pretoria,Rural,0.84,0.44,0.19,0.23,0.37,96,0.5,94,0.25,6997070,0.04,0.33,7,0.29,0.15,0.14,1797959,614575,-0.16,0.09,0.37,16897874,6562636,0.46,0.16,0.83,1.19,1.21,2879,136823,685723,23139,443056,389479,2.24,0.26,9,600,27,22061,62013,1231,0.52,1,1,5,18,0.22,0.73,0.81,0.76,0.48,0.28,0.48,0.33,0.43,Pret,917878,0.45,FI,0.14,0.24,1,0.28,0.32,0.44,0.12,0.32,0.1,0.07,0.11,0.27,1,0.21,0.2,0.068,0.06,0.04,0.21,0.08,0.57,0.35,4510880,0.548,Moyen
970,Entreprise,Agriculture,Grande,SA,2010,13,0.77,7,0.47,Colombia,Sud,Pretoria,Rural,0.73,0.69,0.49,0.5,0.75,29,0.13,183,0.15,5586266,0.1,0.71,5,0.32,0.31,0.3,765691,32051,-0.05,0.07,0.66,2880651,9192371,2.96,0.78,0.51,2.12,0.79,363084,111945,573344,43002,2833023,290390,0.86,0.52,5,5303,72,20159,85100,208029,0.7,0,1,1,7,0.24,0.36,0.34,0.71,0.13,0.38,0.45,0.11,0.32,Pret,3653679,0.53,B,0.59,0.08,1,0.4,0.11,0.2,0.06,0.23,0.41,0.43,0.13,0.25,0,0.2,0.27,0.05,0.034,0.34,0.38,0.01,0.25,0.39,2270317,0.402,Moyen
971,Secteur_public,Agriculture,PME,SARL,1990,5,0.14,2,0.23,Romania,Nord,Sofia,Rural,0.43,0.56,0.31,0.14,0.57,68,0.66,30,0.35,9626561,0.12,0.09,4,0.18,0.22,0.25,1607130,423247,0.1,-0.09,0.42,4573686,13813846,1.51,0.4,3.89,2.67,1.58,111878,299700,446030,-20406,1958191,209862,1.77,0.99,2,6918,77,73661,79287,84951,0.23,1,1,3,9,0.7,0.57,0.07,0.68,0.22,0.39,0.23,0.21,0.31,Equity,1469568,0.3,B,0.41,0.04,1,0.07,0.4,0.63,0.63,0.41,0.53,0.63,0.33,0.49,1,0.45,0.31,0.025,0.028,0.37,0.32,0.02,0.07,0.67,2375046,0.34600000000000003,Faible
972,Institution_financiere,Infrastructure,Grande,SARL,1983,5,0.37,8,0.32,Côte d’Ivoire,Sud,Porto-Novo,Rural,0.77,0.24,0.58,0.22,0.09,83,0.07,62,0.3,3899433,0.05,0.56,8,0.22,0.15,0.27,513116,904704,-0.07,-0.04,0.15,1301922,9938629,1.71,0.57,1.51,2.65,0.72,207442,220904,490180,245606,1658848,317424,1.41,0.49,3,5934,45,71270,81104,105359,0.48,0,2,1,4,0.24,0.53,0.54,0.43,0.65,0.46,0.2,0.13,0.4,Pret,2303881,0.27,B,0.06,0.54,0,0.11,0.27,0.2,0.35,0.32,0.26,0.05,0.48,0.17,0,0.52,0.13,0.021,-0.01,0.24,0.06,0.07,0.08,0.4,1263355,0.256,Faible
973,Entreprise,Industrie,Grande,SA,1997,1,0.17,11,0.58,Pakistan,Est,Brasilia,Rural,0.06,0.77,0.06,0.35,0.52,10,0.1,181,0.2,385795,0.13,0.22,6,0.49,0.33,0.03,1344827,182836,-0.11,-0.01,0.62,15886470,10313528,2.94,0.68,0.67,1.47,0.51,56096,4145,455475,364730,2272288,29315,1.69,0.66,5,3201,50,33310,98884,163304,0.49,1,0,1,16,0.11,0.48,0.96,0.53,0.71,0.11,0.35,0.11,0.07,Equity,1958886,0.15,A,0.32,0.43,0,0.26,0.2,0.51,0.17,0.03,0.13,0.35,0.61,0.43,0,0.43,0.31,0.063,0.048,0.41,0.48,0.04,0.24,0.44,3748189,0.366,Faible
974,Institution_financiere,Sante,Grande,SA,1983,19,0.39,2,0.34,Turkey,Sud,New Delhi,Urbain,0.83,0.52,0.5,0.34,0.57,76,0.44,107,0.37,3433197,0.07,0.42,2,0.48,0.41,0.15,1854246,501334,-0.01,-0.04,0.44,18901767,98961,0.3,0.52,3.21,1.5,1.08,45866,338983,657342,224545,885305,101458,2.18,0.53,4,5017,37,11860,92959,268874,0.54,0,1,3,5,0.16,0.63,0.58,0.48,0.47,0.7,0.27,0.11,0.23,PPP,3607659,0.07,FI,0.17,0.31,1,0.18,0.27,0.55,0.34,0.36,0.26,0.26,0.22,0.23,0,0.34,0.12,0.027,0.026,0.09,0.41,0.01,0.39,0.28,4322362,0.41100000000000003,Moyen
975,Projet_SPV,Industrie,Grande,SA,2013,14,0.21,11,0.12,Morocco,Est,Porto-Novo,Rural,0.29,0.52,0.24,0.27,0.7,58,0.56,50,0.36,4726232,-0.04,0.67,4,0.22,0.2,0.29,729321,65552,-0.19,0.1,0.46,5237099,4217316,0.26,0.31,1.72,1.84,1.89,99871,337804,51036,23554,1030129,458111,0.99,0.89,2,3536,64,86410,4204,457606,0.34,1,3,0,2,0.25,0.61,0.5,0.38,0.45,0.21,0.19,0.33,0.27,Pret,3519241,0.34,B,0.34,0.38,0,0.08,0.31,0.33,0.41,0.35,0.07,0.3,0.29,0.4,1,0.16,0.1,0.036,0.029,0.14,0.12,0.03,0.42,0.74,2618907,0.6,Moyen
976,Fonds,Tech,Grande,Public,2008,16,0.24,10,0.34,Ghana,Ouest,Brasilia,Urbain,0.27,0.38,0.37,0.16,0.48,86,0.06,160,0.51,6413716,0.1,0.1,3,0.15,0.08,0.38,14393,386955,0.29,0.06,0.29,6485827,11959722,0.49,0.78,0.19,0.95,1.1,338449,87558,923838,412630,1407349,412699,0.89,0.22,6,8753,88,31424,13317,386250,0.68,0,0,3,6,0.18,0.18,0.39,0.7,0.75,0.4,0.59,0.29,0.33,Equity,1030800,0.53,A,0.29,0.53,1,0.67,0.19,0.11,0.18,0.62,0.2,0.38,0.16,0.73,0,0.44,0.35,0.022,0.036,0.22,0.49,0.08,0.48,0.83,4165240,0.601,Moyen
977,Entreprise,Tech,TPE,SA,2003,7,0.24,5,0.11,South Africa,Est,Manila,Rural,0.05,0.58,0.27,0.15,0.16,27,0.23,120,0.19,5046654,0.17,0.02,2,0.36,0.23,0.23,1319119,452028,0.28,0.01,0.24,16805554,14429953,0.65,0.53,4.72,1.94,1.99,461594,168478,369605,367586,3374412,287551,2.82,0.1,1,5929,77,88423,43684,272842,0.21,1,2,5,16,0.34,0.59,0.61,0.48,0.13,0.44,0.39,0.44,0.28,Equity,659817,0.4,FI,0.22,0.56,0,0.33,0.08,0.14,0.09,0.33,0.23,0.37,0.55,0.28,0,0.12,0.15,0.014,0.056,0.28,0.43,0.02,0.34,0.27,3514746,0.42700000000000005,Moyen
978,Secteur_public,Tech,Grande,SARL,2001,4,0.27,13,0.47,South Africa,Ouest,Bogota,Urbain,0.48,0.49,0.32,0.04,0.21,99,0.38,112,0.12,8849470,0.09,0.6,6,0.26,0.39,0.27,1001137,13939,-0.13,0.03,0.24,6763772,759632,1.55,0.14,3.36,2.99,1.61,184553,274388,813932,246793,1126463,229526,0.61,0.44,6,8871,45,44923,82545,155570,0.89,1,0,2,15,0.33,0.15,0.72,0.49,0.76,0.29,0.26,0.27,0.22,PPP,627410,0.55,FI,0.24,0.41,1,0.15,0.4,0.32,0.17,0.09,0.14,0.33,0.09,0.18,0,0.46,0.19,0.058,0.031,0.2,0.52,0.03,0.08,0.39,968357,0.265,Faible
